,date,open,high,low,close,volume,SMA_20,EMA_50,RSI,stoch_k,stoch_d,BB_upper,BB_middle,BB_lower,ATR,ROC,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,rolling_mean,rolling_std,target
19,2025-01-20 01:10:00,100236.02,100420.14,99921.18,100214.58,364.7968,100694.795,100180.72015309714,44.404995792459985,31.234519741882107,26.384391356591575,102068.98435875127,100694.795,99320.60564124872,742.7300000000022,-1.1571024267825711,100236.02,99883.55,99794.51,100095.64,99721.95,100762.71,99857.92,100892.0,100070.86,339.27227270811545,0.004444662642900887
20,2025-01-20 01:15:00,100214.58,100459.06,99910.73,100200.29,233.97171,100721.4515,100181.48759807371,40.60402928274709,32.53434595102983,32.00368051778138,102030.86462623994,100721.4515,99412.03837376005,722.6971428571445,-0.8781556663501172,100214.58,100236.02,99883.55,99794.51,100095.64,99721.95,100762.71,99857.92,100113.65625,330.0424765708685,-0.0011779407025668265
21,2025-01-20 01:20:00,100200.29,100203.08,99745.0,100162.97,228.33874,100669.0465,100180.7614177571,38.412483317170235,30.667206996267797,31.478690896393243,101979.84558307107,100669.0465,99358.24741692892,717.4292857142884,-0.7225845458510078,100200.29,100214.58,100236.02,99883.55,99794.51,100095.64,99721.95,100762.71,100038.68875,206.5693662419408,0.0020977812459035405
22,2025-01-20 01:25:00,100162.97,100518.05,100009.62,100320.0,279.4148,100596.06999999999,100186.22175431564,42.99088941460714,38.52349933459413,33.90835076063058,101805.1210490463,100596.06999999999,99387.01895095369,718.4092857142886,0.4627374573794465,100162.97,100200.29,100214.58,100236.02,99883.55,99794.51,100095.64,99721.95,100113.445,182.365774436083,-0.0014246411483253008
23,2025-01-20 01:30:00,100320.0,100656.84,100113.2,100584.0,345.33619,100554.5495,100201.82090120524,42.0981639001294,51.731556249312106,40.30742086005801,101700.66948794053,100554.5495,99408.42951205946,705.106428571431,-0.17735727830266415,100320.0,100162.97,100200.29,100214.58,100236.02,99883.55,99794.51,100095.64,100174.49,246.1399089947851,0.0010818818102282801
24,2025-01-20 01:35:00,100584.0,100999.99,100562.76,100660.0,241.49733,100520.97099999999,100219.7887090011,45.59855533891127,65.9669808517465,52.07401214521758,101609.12404790221,100520.97099999999,99432.81795209777,695.424285714289,0.9406655204796968,100584.0,100320.0,100162.97,100200.29,100214.58,100236.02,99883.55,99794.51,100282.67625,245.47185634064755,0.0020441088813827335
25,2025-01-20 01:40:00,100660.0,100727.74,99965.6,100082.26,207.91926,100481.5765,100214.39542629519,42.27904298044542,36.70783936440892,51.468792155155846,101573.54419272188,100481.5765,99389.60880727811,711.8164285714312,-0.01336721559500959,100660.0,100584.0,100320.0,100162.97,100200.29,100214.58,100236.02,99883.55,100307.515,206.23295690615032,0.007894805732804322
26,2025-01-20 01:45:00,100082.27,100610.12,100033.1,100373.09,184.81848,100438.46650000001,100220.61874291107,55.72343701741788,56.7652190704759,53.14667976221043,101471.64093249889,100438.46650000001,99405.29206750113,669.4350000000019,0.5797713721927206,100082.26,100660.0,100584.0,100320.0,100162.97,100200.29,100214.58,100236.02,100324.64875,205.13558237255359,0.0064092875889345535
27,2025-01-20 01:50:00,100374.37,100416.0,100071.48,100177.08,206.40151,100376.92050000001,100218.91134122827,42.27757631700402,39.93927583513968,44.47077809000817,101308.58049900513,100376.92050000001,99445.26050099489,598.7035714285739,0.2938722141934271,100373.09,100082.26,100660.0,100584.0,100320.0,100162.97,100200.29,100214.58,100319.96125,208.4123231506252,0.010739282877879841
28,2025-01-20 01:55:00,100177.09,100724.0,100127.71,100692.82,156.53499,100359.3565,100237.49599451345,64.85996700063981,77.58095947099932,58.095151458871634,101250.41716982935,100359.3565,99468.29583017064,559.1235714285732,0.45572439927283914,100177.08,100373.09,100082.26,100660.0,100584.0,100320.0,100162.97,100200.29,100381.5275,238.57586075646677,0.009116141548126233
29,2025-01-20 02:00:00,100692.82,101059.35,100600.0,100865.76,304.69003,100333.25749999999,100262.13379865017,62.55911649782439,86.4574078867281,67.9925477309557,101122.22044796255,100333.25749999999,99544.29455203743,533.0764285714301,0.6497856898666771,100692.82,100177.08,100373.09,100082.26,100660.0,100584.0,100320.0,100162.97,100469.37625,273.44458816768747,0.008405429156534527
30,2025-01-20 02:05:00,100865.75,101030.22,100715.94,100872.39,139.33969,100322.477,100286.06541438939,69.44592780752524,86.92120966218681,83.65319233997141,101072.97161032735,100322.477,99571.98238967264,530.2478571428583,0.6707565417225897,100865.76,100692.82,100177.08,100373.09,100082.26,100660.0,100584.0,100320.0,100538.425,298.8952466285333,0.013123115254828344
31,2025-01-20 02:10:00,100872.39,101221.75,100864.21,101016.41,165.00162,100328.6975,100314.70637853099,70.04026237767381,87.10086752225364,86.82649502372284,101100.81869708249,100328.6975,99556.5763029175,519.7107142857151,0.8520514118141688,100872.39,100865.76,100692.82,100177.08,100373.09,100082.26,100660.0,100584.0,100592.47624999999,344.00765310993904,0.008933697010218511
32,2025-01-20 02:15:00,101016.41,101290.85,100892.96,101252.91,173.54319,100398.44700000001,100351.49867741214,68.75841637489896,97.54568683895577,90.52258800779873,101240.38090974772,100398.44700000001,99556.51309025231,485.97857142857225,0.9299342105263193,101016.41,100872.39,100865.76,100692.82,100177.08,100373.09,100082.26,100660.0,100666.59,416.80062990081314,0.003994058047319449
33,2025-01-20 02:20:00,101252.91,101617.7,101148.0,101610.75,265.52484,100440.849,100400.88108221951,72.91139489774817,99.62887809045779,94.75847748388907,101432.1886362477,100440.849,99449.50936375231,483.8885714285716,1.0207885946074924,101252.91,101016.41,100872.39,100865.76,100692.82,100177.08,100373.09,100082.26,100857.65125,458.883848093485,0.0017340684917688254
34,2025-01-20 02:25:00,101610.76,101713.59,101380.42,101713.58,309.42081,100540.43049999999,100452.35947115207,74.13209671400752,99.99949202220905,99.0580189838742,101623.58201554153,100540.43049999999,99457.27898445845,468.5199999999999,1.0466719650307985,101610.75,101252.91,101016.41,100872.39,100865.76,100692.82,100177.08,100373.09,101025.2125,499.60283402349853,0.0007885869320496397
35,2025-01-20 02:30:00,101713.59,102200.0,101608.06,102196.15,263.73014,100645.456,100520.74341345983,78.39097601572881,99.82769423558871,99.81868811608518,101934.74328475361,100645.456,99356.1687152464,478.08142857142855,2.1121525433178663,101713.58,101610.75,101252.91,101016.41,100872.39,100865.76,100692.82,100177.08,101277.59625,519.5336336682568,-0.0026393362176558854
36,2025-01-20 02:35:00,102197.56,102321.42,101753.41,101918.86,237.7475,100751.6735,100575.57151489277,71.6007284635796,82.91210703704023,94.24643109827933,102094.69041752914,100751.6735,99408.65658247087,482.3371428571419,1.5400243232523818,102196.15,101713.58,101610.75,101252.91,101016.41,100872.39,100865.76,100692.82,101430.85124999999,502.9577587897795,-0.001252761265186919
37,2025-01-20 02:40:00,101918.86,101918.86,101388.64,101657.32,195.05906,100840.362,100617.99302411267,64.51028530639631,71.81024017115088,84.85001381459328,102176.24670702653,100840.362,99504.47729297346,481.3785714285706,1.4776234244400068,101918.86,102196.15,101713.58,101610.75,101252.91,101016.41,100872.39,100865.76,101529.79625,451.09463998904084,0.0020965534011716525
38,2025-01-20 02:45:00,101657.33,101787.07,101509.82,101786.95,239.17569,100917.90849999999,100663.83447414747,65.01755012512967,77.31278281023157,77.34504333947423,102285.75915053132,100917.90849999999,99550.05784946866,469.951428571427,1.0866018053720117,101657.32,101918.86,102196.15,101713.58,101610.75,101252.91,101016.41,100872.39,101644.11624999999,369.12970890768946,8.792875707541725e-05
39,2025-01-20 02:50:00,101786.95,102215.26,101752.22,101793.79,258.14931,100996.86899999999,100708.14645555345,76.90061328865461,76.94247308068773,75.3551653540234,102376.04689182581,100996.86899999999,99617.69110817417,448.58714285714086,0.9200644500175272,101786.95,101657.32,101918.86,102196.15,101713.58,101610.75,101252.91,101016.41,101741.28875,269.0311535566,0.001935285050296276
