,date,open,high,low,close,volume
373,2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028
374,2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179
375,2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069
376,2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355
377,2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365
378,2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494
379,2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421
380,2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036
381,2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333
382,2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451
383,2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785
384,2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143
385,2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544
386,2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718
387,2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279
388,2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828
389,2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858
390,2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657
391,2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895
392,2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713
393,2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867
394,2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855
395,2023-05-29,28065.01,28447.14,27524.6,27736.4,42385.41945
396,2023-05-30,27736.39,28038.59,27554.0,27694.4,32686.75371
397,2023-05-31,27694.39,27835.51,26839.01,27210.35,46588.80573
398,2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088
399,2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269
400,2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117
401,2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049
402,2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305
403,2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438
404,2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364
405,2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083
406,2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097
407,2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108
408,2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595
409,2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893
410,2023-06-13,25905.2,26433.21,25712.57,25934.25,41065.60853
411,2023-06-14,25934.24,26098.0,24820.56,25128.6,45077.31608
412,2023-06-15,25128.6,25759.01,24800.0,25598.49,48664.86063
413,2023-06-16,25598.49,26518.0,25175.56,26345.0,51596.91662
414,2023-06-17,26345.01,26839.99,26181.0,26516.99,27842.2195
415,2023-06-18,26516.99,26700.0,26255.85,26339.97,21538.31022
416,2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974
417,2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525
418,2023-06-21,28308.0,30800.0,28257.99,29993.89,108926.40412
419,2023-06-22,29993.89,30500.0,29525.61,29884.92,59054.5646
420,2023-06-23,29884.92,31431.94,29800.0,30688.5,73931.89635
421,2023-06-24,30688.51,30800.0,30250.0,30527.43,30513.30135
422,2023-06-25,30527.44,31046.01,30277.49,30462.66,30223.44801
423,2023-06-26,30462.67,30666.0,29930.0,30267.99,45180.41489
424,2023-06-27,30267.99,30994.97,30226.17,30692.44,42699.64157
425,2023-06-28,30692.44,30709.74,29858.8,30077.41,40463.51937
426,2023-06-29,30077.4,30843.98,30049.98,30447.31,36330.62903
427,2023-06-30,30447.31,31282.0,29500.0,30472.0,89419.07618
428,2023-07-01,30471.99,30661.6,30320.57,30585.9,17501.75075
429,2023-07-02,30585.9,30791.0,30155.0,30617.03,23286.41019
430,2023-07-03,30617.02,31380.0,30570.27,31156.2,43761.64311
431,2023-07-04,31156.2,31350.69,30620.0,30766.51,33206.11943
432,2023-07-05,30766.52,30878.07,30200.0,30504.81,33215.67122
433,2023-07-06,30504.8,31500.0,29850.45,29895.43,71319.6261
434,2023-07-07,29895.42,30449.0,29701.02,30344.7,34070.53895
435,2023-07-08,30344.7,30386.81,30044.47,30284.63,13094.59042
436,2023-07-09,30284.63,30445.52,30061.12,30160.71,15388.50196
437,2023-07-10,30160.71,31045.78,29950.0,30411.57,41262.87652
438,2023-07-11,30411.57,30813.63,30300.0,30622.1,28476.83311
439,2023-07-12,30622.1,30983.25,30210.0,30380.0,38108.99669
440,2023-07-13,30380.0,31804.2,30251.0,31454.23,70772.51836
441,2023-07-14,31454.23,31630.0,29900.0,30312.01,60749.48424
442,2023-07-15,30312.0,30390.9,30200.0,30289.52,14118.55329
443,2023-07-16,30289.52,30441.46,30064.29,30231.99,15760.1281
444,2023-07-17,30232.0,30336.96,29659.2,30138.0,30882.76839
445,2023-07-18,30138.01,30239.78,29512.0,29859.13,30003.8601
446,2023-07-19,29859.14,30189.09,29761.96,29909.21,25657.36137
447,2023-07-20,29909.21,30417.46,29570.96,29800.0,37540.68193
448,2023-07-21,29800.0,30061.7,29726.34,29901.72,23881.40865
449,2023-07-22,29901.72,29999.0,29625.1,29794.0,14660.40467
450,2023-07-23,29793.99,30350.0,29730.0,30083.75,18292.78637
451,2023-07-24,30083.75,30099.58,28861.9,29176.5,39628.99691
452,2023-07-25,29176.5,29376.0,29047.65,29228.91,21565.7478
453,2023-07-26,29228.91,29690.0,29096.94,29351.96,33931.63366
454,2023-07-27,29351.95,29567.49,29083.85,29222.78,22476.47626
455,2023-07-28,29222.78,29542.22,29123.12,29314.14,23993.61627
456,2023-07-29,29314.14,29406.92,29256.18,29352.9,10851.36844
457,2023-07-30,29352.9,29449.0,29033.24,29281.09,15706.97441
